tpc_grp,lichen_type,elevation_broad,latitude,species,mol_gCmin,inv_T,temp,metabolic_category,study_id,paper_unit
6_scholander1952,green algae,high,71,nivalis,4.5865148125000005e-7,39.58559823145258,20,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,5.088568e-7,39.58559823145258,20,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,3.3008490000000004e-7,38.27978928434875,30,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,3.7261234270833334e-7,38.27978928434875,30,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,4.1339956770833337e-7,38.27978928434875,30,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,4.748105875e-7,38.27978928434875,30,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,5.26784728125e-7,38.27978928434875,30,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,5.84448109375e-7,38.27978928434875,30,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,5.84448109375e-7,38.27978928434875,30,r,scholander1952,6
6_scholander1952,green algae,high,71,nivalis,5.088568e-7,38.27978928434875,30,r,scholander1952,6
7_scholander1952,green algae,neutral,71,arctica,5.52140221875e-8,42.4840495022893,0,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,8.949261802083334e-8,42.4840495022893,0,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,1.0273355260416667e-7,42.4840495022893,0,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,1.1793355729166667e-7,42.4840495022893,0,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,1.4013408020833331e-7,42.4840495022893,0,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,1.7840732499999998e-7,40.9836416088657,10,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,1.8466898124999998e-7,40.9836416088657,10,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,2.1199179270833336e-7,40.9836416088657,10,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,2.1943218229166666e-7,40.9836416088657,10,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,2.51898403125e-7,40.9836416088657,10,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,2.51898403125e-7,40.9836416088657,10,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,2.79363225e-7,40.9836416088657,10,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,4.3744735e-7,39.58559823145258,20,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,4.5280067291666666e-7,39.58559823145258,20,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,4.85142821875e-7,39.58559823145258,20,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,5.380385958333335e-7,39.58559823145258,20,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,5.96701665625e-7,39.58559823145258,20,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,5.380385958333335e-7,39.58559823145258,20,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,5.380385958333335e-7,38.27978928434875,30,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,5.197950708333333e-7,38.27978928434875,30,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,5.569224229166667e-7,38.27978928434875,30,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,5.764690260416667e-7,38.27978928434875,30,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,6.849870229166667e-7,38.27978928434875,30,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,7.339135239583333e-7,38.27978928434875,30,r,scholander1952,7
7_scholander1952,green algae,neutral,71,arctica,8.425001458333334e-7,38.27978928434875,30,r,scholander1952,7
8_scholander1952,green algae,high,71,nigricans,8.829388947916666e-8,42.4840495022893,0,r,scholander1952,8
NA_scholander1952,green algae,high,71,nigricans,1.0151651708333333e-7,42.4840495022893,0,r,scholander1952,NA
8_scholander1952,green algae,high,71,nigricans,1.1274618333333334e-7,42.4840495022893,0,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,1.1266008229166667e-7,42.4840495022893,0,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,1.2512243958333333e-7,42.4840495022893,0,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,1.2963071354166669e-7,42.4840495022893,0,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,1.8515733125e-7,40.9836416088657,10,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,1.9868987083333335e-7,40.9836416088657,10,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,2.055345625e-7,40.9836416088657,10,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,2.2044410416666667e-7,40.9836416088657,10,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,2.4489178854166666e-7,40.9836416088657,10,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,2.2061257916666665e-7,40.9836416088657,10,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,2.5575884999999997e-7,39.58559823145258,20,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,2.940979708333333e-7,39.58559823145258,20,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,3.381412e-7,39.58559823145258,20,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,3.7535485729166666e-7,39.58559823145258,20,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,4.1677013020833335e-7,39.58559823145258,20,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,3.8838439270833335e-7,39.58559823145258,20,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,3.8892874479166666e-7,39.58559823145258,20,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,3.5310123750000005e-7,38.27978928434875,30,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,3.7842609791666674e-7,38.27978928434875,30,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,5.0044815625e-7,38.27978928434875,30,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,5.5545355e-7,38.27978928434875,30,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,6.168973250000001e-7,38.27978928434875,30,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,6.499573541666667e-7,38.27978928434875,30,r,scholander1952,8
8_scholander1952,green algae,high,71,nigricans,7.343704031249999e-7,38.27978928434875,30,r,scholander1952,8
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.0355803348958333e-7,42.4840495022893,0,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.0351261336458333e-7,42.4840495022893,0,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.157647315625e-7,42.4840495022893,0,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.1366790906249999e-7,42.4840495022893,0,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.4211669364583335e-7,42.4840495022893,0,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.6194107229166667e-7,42.4840495022893,0,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,2.497816620833333e-7,40.9836416088657,10,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.7525993395833333e-7,40.9836416088657,10,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.5671105989583336e-7,40.9836416088657,10,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.567798228125e-7,40.9836416088657,10,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.7533683604166665e-7,40.9836416088657,10,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.3501618333333332e-7,40.9836416088657,10,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,2.5091653062500003e-7,39.58559823145258,20,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,2.2858274510416669e-7,39.58559823145258,20,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.7281679802083334e-7,39.58559823145258,20,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.6339206020833333e-7,39.58559823145258,20,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.5162778041666666e-7,39.58559823145258,20,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.4078256760416667e-7,39.58559823145258,20,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.4891403812500003e-7,39.58559823145258,20,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,1.6042084416666667e-7,39.58559823145258,20,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,6.771416817708333e-7,38.27978928434875,30,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,6.404003446874999e-7,38.27978928434875,30,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,5.942478680208333e-7,38.27978928434875,30,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,4.409417514583333e-7,38.27978928434875,30,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,3.94187606875e-7,38.27978928434875,30,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,4.0184092125000004e-7,38.27978928434875,30,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,3.9430290833333334e-7,38.27978928434875,30,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,3.5918020739583335e-7,38.27978928434875,30,r,scholander1952,9
9_scholander1952,cyanobacteria + green algae,neutral,9.369,lacinata,3.729900533333333e-7,38.27978928434875,30,r,scholander1952,9
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,8.654554230208335e-8,42.4840495022893,0,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,9.864140467708333e-8,42.4840495022893,0,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,1.0629566593750001e-7,42.4840495022893,0,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,1.04393521875e-7,42.4840495022893,0,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,1.1039966833333333e-7,42.4840495022893,0,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,1.1676858145833333e-7,42.4840495022893,0,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,1.582208744791667e-7,40.9836416088657,10,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,1.7702893968750002e-7,40.9836416088657,10,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,1.943992901041667e-7,40.9836416088657,10,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,2.1347404593750004e-7,40.9836416088657,10,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,2.3002200354166667e-7,40.9836416088657,10,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,2.5262935010416666e-7,40.9836416088657,10,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,2.826807929166667e-7,40.9836416088657,10,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,2.89384260625e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,3.118855340625e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,3.3611163677083335e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,4.053371130208333e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,4.366934260416667e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,4.369509819791666e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,4.368543807291667e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,4.707528997916667e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,5.267511590625001e-7,39.58559823145258,20,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,3.2521898197916665e-7,38.27978928434875,30,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,5.096802876041667e-7,38.27978928434875,30,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,5.703511760416667e-7,38.27978928434875,30,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,6.263610682291667e-7,38.27978928434875,30,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,6.031211417708334e-7,38.27978928434875,30,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,6.748154858333333e-7,38.27978928434875,30,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,7.411386518750001e-7,38.27978928434875,30,r,scholander1952,10
10_scholander1952,cyanobacteria + green algae,neutral,9.369,weigelii,8.292394425e-7,38.27978928434875,30,r,scholander1952,10
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,6.575401646875e-8,42.4840495022893,0,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,7.215141733333332e-8,42.4840495022893,0,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,7.91712400625e-8,42.4840495022893,0,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,8.527574296875e-8,42.4840495022893,0,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,9.185093390624999e-8,42.4840495022893,0,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,9.532627191666667e-8,42.4840495022893,0,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,1.0460084416666666e-7,42.4840495022893,0,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,3.909451542708333e-7,40.9836416088657,10,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,3.4972665791666667e-7,40.9836416088657,10,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,3.1285394875e-7,40.9836416088657,10,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,3.014481401041667e-7,40.9836416088657,10,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,2.6966557697916664e-7,40.9836416088657,10,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,2.6966557697916664e-7,40.9836416088657,10,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,2.904581563541666e-7,40.9836416088657,10,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,4.885286385416666e-7,39.58559823145258,20,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,5.261966665625e-7,39.58559823145258,20,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,5.165157589583333e-7,39.58559823145258,20,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,5.6676909e-7,39.58559823145258,20,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,5.773918815625e-7,39.58559823145258,20,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,5.773918815625e-7,39.58559823145258,20,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,6.335680289583334e-7,39.58559823145258,20,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,6.824193272916666e-7,39.58559823145258,20,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,3.1871768114583333e-7,38.27978928434875,30,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,4.3702162875e-7,38.27978928434875,30,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,5.6676909e-7,38.27978928434875,30,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,5.773918815625e-7,38.27978928434875,30,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,5.773918815625e-7,38.27978928434875,30,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,7.62848708125e-7,38.27978928434875,30,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,8.216682005208334e-7,38.27978928434875,30,r,scholander1952,11
11_scholander1952,cyanobacteria,neutral,9.369,subamerican,8.850229732291666e-7,38.27978928434875,30,r,scholander1952,11
12_scholander1952,green algae,neutral,9.369,scholanderi,4.371419690625e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,4.3733375750000005e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,4.887694820833333e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,5.266094305208333e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,5.071143025e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,5.46374485e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,5.885020263541666e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,6.33877760625e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,8.569208269791667e-8,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,9.577750682291668e-8,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.0709688885416666e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.15371331875e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.1970152520833333e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.0706557562500001e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.1528701927083334e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.41454145e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.1805897750000001e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.2713388583333334e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.3948251281250003e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.4214870208333331e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.55967133125e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.5592153125000003e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.5378197156250002e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.68731285625e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.8514737375000002e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.9945209739583336e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,1.9937920489583335e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,2.6341814145833333e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,2.7865131218749997e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,2.8379091125e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,scholanderi,3.0567226489583334e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,5.914952741666667e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,6.372941664583333e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,6.866392214583334e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,7.679122630208333e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,8.273709477083333e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,8.588050686458333e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,9.253014931249999e-8,42.4840495022893,0,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.1149487958333334e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.39450769375e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.5595665458333334e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.744162346875e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.9506075583333334e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.6188188125e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.7119447354166668e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,2.8321302479166666e-7,40.9836416088657,10,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.649283859375e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,1.8792111072916668e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,2.1016411656250002e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,2.26436915625e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,2.7284681625e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.0514192833333335e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.287687651041667e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.60891273125e-7,39.58559823145258,20,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.4125960395833336e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.816522951041667e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.816522951041667e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.816522951041667e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,3.4125960395833336e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,6.197181191666667e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,6.677022782291667e-7,38.27978928434875,30,r,scholander1952,12
12_scholander1952,green algae,neutral,9.369,nigrociliata,7.467338764583334e-7,38.27978928434875,30,r,scholander1952,12
13_scholander1952,green algae,neutral,20.0117,dendrescoides,4.911361419791667e-8,42.4840495022893,0,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.1957968260416664e-8,42.4840495022893,0,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.0964669479166674e-8,42.4840495022893,0,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.492687490625e-8,42.4840495022893,0,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.702203725e-8,42.4840495022893,0,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,6.141923164583333e-8,42.4840495022893,0,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,5.699286041666667e-8,42.4840495022893,0,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.0790984458333333e-7,40.9836416088657,10,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.2066478843749998e-7,40.9836416088657,10,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.3004577114583333e-7,40.9836416088657,10,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.2073538875e-7,40.9836416088657,10,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.2858274510416669e-7,39.58559823145258,20,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.462456689583333e-7,39.58559823145258,20,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.8589689312500003e-7,39.58559823145258,20,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.5569468500000004e-7,39.58559823145258,20,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,1.6724777343750002e-7,38.27978928434875,30,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.296548776041667e-7,38.27978928434875,30,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.6659561500000005e-7,38.27978928434875,30,r,scholander1952,13
13_scholander1952,green algae,neutral,20.0117,dendrescoides,2.8723784895833334e-7,38.27978928434875,30,r,scholander1952,13
14_scholander1952,green algae,neutral,20.0117,leptosperma,4.491959091666667e-8,42.4840495022893,0,r,scholander1952,14
14_scholander1952,green algae,neutral,20.0117,leptosperma,5.120900784375e-8,42.4840495022893,0,r,scholander1952,14
14_scholander1952,green algae,neutral,20.0117,leptosperma,5.729633585416667e-8,42.4840495022893,0,r,scholander1952,14
14_scholander1952,green algae,neutral,20.0117,leptosperma,5.729633585416667e-8,42.4840495022893,0,r,scholander1952,14
14_scholander1952,green algae,neutral,20.0117,leptosperma,1.1453543177083334e-7,40.9836416088657,10,r,scholander1952,14
14_scholander1952,green algae,neutral,20.0117,leptosperma,1.2577382364583334e-7,40.9836416088657,10,r,scholander1952,14
14_scholander1952,green algae,neutral,20.0117,leptosperma,1.4609350697916666e-7,40.9836416088657,10,r,scholander1952,14
